Acolasta,797
Acoloithus,797
Acompsia,797
Acomys,90
Aconitum,1496
Aconogonon,1496
Aconophora,797
Acontia,797
Acontias,312
Acophila,797
Acorus,1496
Acosmerycoides,797
Acosmeryx,797
Acourtia,1496
Acrachne,1496
Acraea,797
Acraephnes,797
Acraga,797
Acrantophis,312
Acrasis,1660
Acraspisa,797
Acreichthys,435
Acremonium,1105
Acria,797
Acrida,797
Acridocarpus,1496
Acridotheres,312
Acris,352
Acrobates,159
Acrobolbus,1496
Acrocarpus,1496
Acrocephalus,312
Acrocera,797
Acroceras,1496
Acrocercops,797
Acrocheilus,435
Acrochordonichthys,435
Acrochordus,312
Acrocirridae,797
Acrocladium,1496
Acroclita,797
Acrocnida,684
Acrocomia,1496
Acrodipsas,797
Acrolejeunea,1496
Acrolepia,797
Acrolepiopsis,797
Acrolophidae,797
Acrolophus,797
Acroloxus,797
Acromantis,797
Acromastigum,1496
Acromyrmex,797
Acroneuria,797
Acronicta,797
Acropolitis,797
Acropoma,435
Acropora,824
Acropsilus,797
Acropteris,797
Acropyga,797
Acroria,797
Acrosathe,797
Acrosiphonia,1496
Acrossocheilus,435
Acrostalagmus,1105
Acrosternum,797
Acrostichum,1496
Acrostichus,797
Acrothamnus,1496
Acrotomia,797
Acrotomodes,797
Acrotona,797
Acrotrema,1496
Acrotrichis,797
Acryllium,312
Actaea,1496
Actenoides,312
Actia,797
Actias,797
Actinemys,312
Actinia,824
Actinidia,1496
Actinoalloteichus,4290
Actinobacillus,4290
Actinobaculum,4290
Actinocyclus,1768
Actinodium,1496
Actinodura,312
Actinokineospora,4290
Actinomadura,4290
Actinomucor,1105
Actinomyces,4290
Actinomycetales,4290
Actinonaias,797
Actinophrys,1768
Actinoplanes,4290
Actinopterygii,435
Actinospica,4290
Actinostilbe,1105
Actinostrobus,1496
Actinosynnema,4290
Actinotaenium,1496
Actinotalea,4290
Actinote,797
Actinotia,797
Actinotrichia,1660
Actitis,312
Actophilornis,312
Acuclavella,797
Acutodesmus,1496
Acutotyphlops,312
Acutuncus,797
Acyrthosiphon,797
Acyrtus,435
Acytolepis,797
Acytostelium,1480
Ada,1496
Adaiphrotermes,797
Adalia,797
Adansonia,1496
Addaea,797
Addax,96
Adela,797
Adelaide,797
Adelanthus,1496
Adelges,797
Adelia,1496
Adelieledone,797
Adeliinae,797
Adelium,797
Adelocera,797
Adelomyia,312
Adelomyrmex,797
Adeloneivaia,797
Adelophis,312
Adelophryne,352
Adelpha,797
Adelphobates,352
Adelphocoris,797
Adenanthera,1496
Adenia,1496
Adenocaulon,1496
Adenocystis,1768
Adenoides,1768
Adenomera,352
Adenophora,1496
Adenostyles,1496
Adetomyrma,797
Adhemarius,797
Adiantopsis,1496
Adiantum,1496
Adicella,797
Adineta,797
Adinia,435
Adiopa,797
Adipicola,797
Adisura,797
Adlercreutzia,4290
Adolfus,312
Adonis,1496
Adoretus,797
Adoxa,1496
Adoxophyes,797
Adriapontia,797
Adscita,797
Advenella,4290
Aechmea,1496
Aechmophorus,312
Aedeomyia,797
Aedes,797
Aedia,797
Aegialites,797
Aegiceras,1496
Aegilia,797
Aegilops,1496
Aegista,797
Aegithalos,312
Aegithina,312
Aegla,797
Aegle,1496
Aeglopsis,1496
Aegolius,312
Aegopodium,1496
Aegotheles,312
Aegypius,312
Aellopos,797
Aeluropus,1496
Aeluroscalabotes,312
Aelurostrongylus,797
Aenictus,797
Aenigmatanthera,1496
Aeolanthes,797
Aeolidia,797
Aeolidiidae,797
Aeoliscus,435
Aeolochroma,797
Aepocerus,797
Aepyceros,96
Aepyprymnus,159
Aepytus,797
Aequidens,435
Aequipecten,797
Aequorea,824
Aequorivita,4290
Aeranthes,1496
Aeria,797
Aeribacillus,4290
Aerides,1496
Aerococcus,4290
Aerodramus,312
Aerolindigia,1496
Aeromicrobium,4290
Aeromonas,4290
Aeronautes,312
Aeropetes,797
Aeropyrum,4290
Aerva,1496
Aeschynomene,1496
Aeschyntelus,797
Aesculus,1496
Aeshna,797
Aesopia,435
Aetalion,797
Aethaloperca,435
Aethalops,96
Aethalura,797
Aethes,797
Aethia,312
Aethina,797
Aethionema,1496
Aethomys,90
Aethopyga,312
Aethotaxis,435
Aethus,797
Aethusa,1496
Aetideopsis,797
Aetobatus,473
Aetole,797
Aetomylaeus,473
Aetoplatea,473
Aextoxicon,1496
Afarsia,797
Afifella,4290
Afipia,4290
Afraegle,1496
Aframomum,1496
Afrarchaea,797
Africonus,797
Africophilus,797
Afrixalus,352
Afroablepharus,312
Afrocantharellus,1105
Afrocarpus,1496
Afrochlus,797
Afroclanis,797
Afroedura,312
Afrogecko,312
Afroheriades,797
Afronatrix,312
Afronurus,797
Afropavo,312
Afropomus,797
Afroptilum,797
Afrostyrax,1496
Afrotyphlops,312
Afurcagobius,435
Agabini,797
Agabus,797
Agalinis,1496
Agalma,824
Agalychnis,352
Agama,312
Agamermis,797
Agamura,312
Agaon,797
Agapanthus,1496
Agape,797
Agapetus,797
Agapornis,312
Agapostemon,797
Agaraea,797
Agaricia,824
Agaricus,1105
Agaristinae,797
Agarivorans,4290
Agarum,1768
Agassizia,684
Agastache,1496
Agatasa,797
Agathia,797
Agathidinae,797
Agathiphaga,797
Agathis,1496
Agathodes,797
Agathylla,797
Agave,1496
Agdistis,797
Agdistopis,797
Agelaius,312
Agelas,951.8
Agelasa,797
Agelenopsis,797
Ageneiosus,435
Ageniaspis,797
Ageratina,1496
Ageratum,1496
Aggregatibacter,4290
Agkistrodon,312
Aglae,797
Aglaeactis,312
Aglaia,1496
Aglaiocercus,312
Aglais,797
Aglantha,824
Aglaopus,797
Aglaothamnion,1660
Aglia,797
Aglossa,797
Aglymbus,797
Aglyptodactylus,352
Agmina,797
Agnathosia,797
Agnotecous,797
Agobardus,797
Agonopterix,797
Agonostomus,435
Agonum,797
Agonus,435
Agosia,435
Agraphydrus,797
Agraulis,797
Agraylea,797
Agriades,797
Agrias,797
Agrilus,797
Agrimonia,1496
Agriophara,797
Agriopis,797
Agriopodes,797
Agriornis,312
Agriosphodrus,797
Agriotes,797
Agriothera,797
Agrius,797
Agrobacterium,4290
Agrochola,797
Agrococcus,4290
Agrocybe,1105
Agromyces,4290
Agropyron,1496
Agrostemma,1496
Agrostis,1496
Agrostophyllum,1496
Agrotis,797
Agrypnia,797
Aguna,797
Agylla,797
Agyrtodes,797
Ahamus,797
Ahliesaurus,435
Ahnfeltia,1660
Ahnfeltiopsis,1660
Ahrensia,4290
Aides,797
Aigialus,1105
Ailanthus,1496
Ailia,435
Ailuroedus,312
Ailuronyx,312
Ailuropoda,96
Ailurops,159
Ailurus,96
Aimophila,312
Ainsliaea,1496
Aiolopus,797
Aiphanes,1496
Aiptasia,824
Aipysurus,312
Aira,1496
Aivalykus,797
Aix,312
Ajuga,1496
Akanthomyces,1105
Akarotaxis,435
Akashiwo,1768
Akebia,1496
Akihito,435
Akkermansia,4290
Akkesiphycus,1768
Akodon,90
Akrokolioplax,435
Akysis,435
Alagoasa,797
Alainites,797
Alangium,1496
Alania,1496
Alansmia,1496
Alaria,1768
Alasea,797
Alaskagorgia,824
Alasmidonta,797
Alatina,824
Alatocladia,1660
Alauda,312
Albatrossia,435
Albidiferax,4290
Albinaria,797
Albizia,1496
Albuca,1496
Albugo,1768
Albula,435
Albulina,797
Alburnoides,435
Alburnus,435
Alca,312
Alcaligenes,4290
Alcanivorax,4290
Alcanola,797
Alcantarea,1496
Alcedo,312
Alcelaphus,96
Alces,96
Alchemilla,1496
Alchornea,1496
Alcippe,312
Alcis,797
Alcithoe,797
Alcolapia,435
Alcyonacea,824
Alcyonidium,797
Alcyonium,824
Aldabrachelys,312
Alder,1496
Aldrichetta,435
Aldrichina,797
Aldrovanda,1496
Aldrovandia,435
Aleadryas,312
Alectis,435
Alectoria,1105
Alectoris,312
Alectra,1496
Alectrias,435
Alectrurus,312
Alectura,312
Aleiodes,797
Aleochara,797
Alepes,435
Alepidocline,1496
Alepidosceles,797
Alepisaurus,435
Alepocephalus,435
Alestes,435
Alestopetersius,435
Alesua,797
Alethe,312
Aletris,1496
Aleurocanthus,797
Aleurochiton,797
Aleurodaphis,797
Aleurodicus,797
Aleuroglyphus,797
Aleuron,797
Aleuroplatus,797
Alexandrium,1768
Alexfloydia,1496
Aleyrodidae,797
Alfalfa,1496
Alfonsiella,797
Algansea,435
Algia,797
Algiachroa,797
Algon,797
Algoriphagus,4290
Algyroides,312
Alhagi,1496
Aliatypus,797
Alibertia,1496
Alicycliphilus,4290
Alicyclobacillus,4290
Aliivibrio,4290
Alionycteris,96
Alishewanella,4290
Alisma,1496
Alisterus,312
Alistipes,4290
Alitta,797
Alkalibacterium,4290
Alkalilimnicola,4290
Alkalimonas,4290
Alkaliphilus,4290
Alkalispirillum,4290
Alkanna,1496
Allactaga,90
Allactodipus,90
Allagoptera,1496
Allagrapha,797
Allamanda,1496
Allancastria,797
Alle,312
Alleniella,1496
Allenopithecus,29.44
Alliaria,1496
Alligator,312
Allisonia,1496
Allium,1496
Allobaculum,4290
Allobates,352
Allocapnia,797
Allocebus,74
Allocentrotus,684
Allochromatium,4290
Alloclinus,435
Allocotocerus,797
Allocyttus,435
Allodectes,797
Allodessus,797
Alloeorhynchus,797
Allogalathea,797
Allogamus,797
Allogromia,1660
Alloiococcus,4290
Alloispermum,1496
Allolepis,1496
Allolobophora,797
Allomerus,797
Allomyces,1105
Allomycterus,435
Allonemobius,797
Alloophorus,435
Allophryne,352
Allophyllum,1496
Allophylus,1496
Alloplectus,1496
Alloprevotella,4290
Allorhogas,797
Alloscardovia,4290
Allosepsis,797
Allosmerus,435
Allosyncarpia,1496
Alloteropsis,1496
Alloteuthis,797
Allothereua,797
Allothyrus,797
Allotria,797
Allotriozoon,797
Alloxylon,1496
Alloxysta,797
Alluaudia,1496
Alluaudina,312
Alnicola,1105
Alnus,1496
Alocandrena,797
Alocasia,1496
Aloconota,797
Aloe,1496
Aloidendron,1496
Alokalliapseudes,797
Alona,797
Alonella,797
Alonsoa,1496
Alopecurus,1496
Alophia,1496
Alophosia,1496
Alopia,797
Alopias,473
Alopochelidon,312
Alopochen,312
Alopoglossus,312
Alosa,435
Alouatta,43.2
Aloysia,1496
Alpaca,96
Alpheus,797
Alphitobius,797
Alphomelon,797
Alphonsea,1496
Alpinia,1496
Alpioniscus,797
Alpova,1105
Alseuosmia,1496
Alsodes,352
Alsophila,1496
Alsophylax,312
Alstonia,1496
Alstroemeria,1496
Altenia,797
Alternanthera,1496
Alternaria,1105
Alteromonadales,4290
Alteromonas,4290
Althaea,1496
Altica,797
Alticola,90
Alticus,435
Altingia,1496
Altinote,797
Altiphylax,312
Altolamprologus,435
Altrichthys,435
Alucita,797
Alucitidae,797
Alulatettix,797
Aluterus,435
Alveolata,1768
Alvinella,797
Alviniconcha,797
Alvinocaris,797
Alydus,797
Alysia,797
Alysicarpus,1496
Alysiinae,797
Alyssum,1496
Alytes,352
Amadina,312
Amalda,797
Amalosia,312
Amanita,1105
Amanses,435
Amara,797
Amaranthus,1496
Amaryllis,1496
Amasa,797
Amata,797
Amathusia,797
Amathuxidia,797
Amatitlania,435
Amauris,797
Amaurobioides,797
Amauronematus,797
Amaurornis,312
Amauta,797
Amaxia,797
Amazilia,312
Amazon,312
Amazona,312
Amazonetta,312
Amazonsprattus,435
Amazophrynella,352
Ambarignomonia,1105
Ambassis,435
Ambastaia,435
Ambelania,1496
Ambesa,797
Ambigolimax,797
Ambiserrula,435
Amblema,797
Ambloplites,435
Amblopusa,797
Amblyceps,435
Amblycercus,312
Amblychaeturichthys,435
Amblycirrhitus,435
Amblydoras,435
Amblyeleotris,435
Amblyglyphidodon,435
Amblygobius,435
Amblyomma,797
Amblyopappus,1496
Amblyopone,797
Amblyopsis,435
Amblyopyrum,1496
Amblyornis,312
Amblyospiza,312
Amblypharyngodon,435
Amblyraja,473
Amblyramphus,312
Amblyrhynchus,312
Amblyseius,797
Amblysomus,105
Amblystegium,1496
Ambohima,797
Amborella,1496
Amborhytida,797
Ambrosia,1496
Ambrosiella,1105
Ambrosiozyma,1105
Ambulyx,797
Ambystoma,352
Ameerega,352
Ameiurus,435
Ameiva,312
Ameivula,312
Amelanchier,1496
Ameletus,797
Amelichloa,1496
Ameloctopus,797
Amelora,797
Amentotaxus,1496
Amerila,797
Amerodectes,797
Ameronothrus,797
Amerorchis,1496
Ameroseiidae,797
Ametadoria,797
Ametrida,96
Amherstia,1496
Amia,435
Amianthium,1496
Amietia,352
Amietophrynus,352
Aminobacter,4290
Aminobacterium,4290
Aminomonas,4290
Amiota,797
Amischa,797
Amissidens,435
Amitermes,797
Amitostigma,1496
Ammalo,797
Ammi,1496
Ammobius,797
Ammocrypta,435
Ammodramus,312
Ammodytes,435
Ammomanes,312
Ammonia,1660
Ammonifex,4290
Ammophila,797
Ammopiptanthus,1496
Ammospermophilus,90
Ammothea,797
Ammotragus,96
Amnosia,797
Amoeba,1480
Amoebidium,1023
Amoebophilus,4290
Amoebophrya,1768
Amolita,797
Amolops,352
Amomum,1496
Amorbia,797
Amoria,797
Amorpha,1496
Amorphocerus,797
Amorphophallus,1496
Amorphoscelis,797
Amoya,435
Amparoa,1496
Ampedus,797
Ampeliceps,312
Ampelioides,312
Ampelocalamus,1496
Ampelocera,1496
Ampelodesmos,1496
Ampelomyces,1105
Ampelophaga,797
Ampelopsis,1496
Ampharetidae,797
Amphiacusta,797
Amphiareus,797
Amphiarius,435
Amphiascoides,797
Amphibacillus,4290
Amphibalanus,797
Amphibolis,1496
Amphibolurus,312
Amphicarpaea,1496
Amphicranus,797
Amphidinium,1768
Amphiesma,312
Amphiglena,797
Amphiglossus,312
Amphilius,435
Amphilophus,435
Amphimallon,797
Amphimedon,951.8
Amphinemura,797
Amphioctopus,797
Amphipholis,684
Amphipoda,797
Amphipogon,1496
Amphiporus,797
Amphiprion,435
Amphipsalta,797
Amphipyra,797
Amphirrhox,1496
Amphisamytha,797
Amphisbaena,312
Amphisopus,797
Amphispiza,312
Amphistichus,435
Amphithera,797
Amphitrite,797
Amphiuma,352
Amphiura,684
Amphizoa,797
Amphora,1768
Ampithoe,797
Amplirhagada,797
Amplorhinus,312
Amplypterus,797
Ampulex,797
Ampullaria,797
Amritodus,797
Amsacta,797
Amsonia,1496
Amusium,797
Amycolatopsis,4290
Amycolicicoccus,4290
Amyda,312
Amydria,797
Amyelois,797
Amylomyces,1105
Amylostereum,1105
Amyna,797
Amynthas,797
Amytornis,312
Anabacerthia,312
Anabaena,4290
Anabaenopsis,4290
Anabas,435
Anableps,435
Anablepsoides,435
Anabolia,797
Anabrus,797
Anacaena,797
Anacampseros,1496
Anacampsis,797
Anacamptis,1496
Anacardium,1496
Anacharis,797
Anachipteria,797
Anachrostis,797
Anacolia,1496
Anacrabro,797
Anacridium,797
Anacropora,824
Anacrusis,797
Anadara,797
Anadasmus,797
Anaea,797
Anaecypris,435
Anaeomorpha,797
Anaerobaculum,4290
Anaerococcus,4290
Anaerofustis,4290
Anaeroglobus,4290
Anaerolinea,4290
Anaeromyxobacter,4290
Anaerostipes,4290
Anaerotruncus,4290
Anagallis,1496
Anagrapha,797
Anagrus,797
Anairetes,312
Analges,797
Analipus,1768
Aname,797
Anamirta,1496
Anampses,435
Ananas,1496
Anania,797
Anaphalis,1496
Anaplasma,4290
Anaplectoides,797
Anaptilora,797
Anarchias,435
Anarhichas,435
Anarmodia,797
Anarrhichthys,435
Anarsia,797
Anarta,797
Anarthria,1496
Anartia,797
Anas,312
Anasa,797
Anaspis,797
Anastrepha,797
Anastrepta,1496
Anastrophyllum,1496
Anastrus,797
Anatherostipa,1496
Anaticola,797
Anatoecus,797
Anavitrinella,797
Anax,797
Anaxyrus,352
Ancherythroculter,435
Anchiale,797
Anchinia,797
Anchoa,435
Anchomanes,1496
Anchomenidius,797
Anchomenus,797
Anchovia,435
Anchoviella,435
Anchusa,1496
Ancistrachne,1496
Ancistrocheirus,797
Ancistrocladus,1496
Ancistrodes,1496
Ancistroides,797
Ancistroneura,797
Ancistrops,312
Ancistrotermes,797
Ancistrus,435
Ancyla,797
Ancylis,797
Ancylobacter,4290
Ancylopsetta,435
Ancyloscelis,797
Ancylostoma,797
Ancylotropus,797
Ancyluris,797
Ancylus,797
Andalgalomys,90
Andalucia,1660
Andamia,435
Andes,797
Andesiana,797
Andesiops,797
Andigena,312
Andinoacara,435
Andinobates,352
Andinomys,90
Andira,1496
Andreaea,1496
Andreaeobryum,1496
Andrena,797
Andrias,352
Andricus,797
Androctonus,797
Androcymbium,1496
Androdon,312
Andrographis,1496
Andromeda,1496
Androngo,312
Andropadus,312
Andropogon,1496
Andropterum,1496
Androsace,1496
Androstachys,1496
Androstephium,1496
Andryala,1496
Aneides,352
Anelosimus,797
Anelpistina,797
Anelytropsis,312
Anemanthele,1496
Anemarrhena,1496
Anematichthys,435
Anemia,1496
Anemone,1496
Anemonia,824
Anemopsis,1496
Anethum,1496
Anetia,797
Aneulophus,1496
Aneura,1496
Aneuretus,797
Aneurinibacillus,4290
Angelica,1496
Angelonia,1496
Angerona,797
Angiococcus,4290
Angiopteris,1496
Angiostrongylus,797
Angomonas,1660
Angonyx,797
Angophora,1496
Angraecum,1496
Anguilla,435
Anguillicola,797
Anguilliformes,435
Anguillosyllis,797
Anguis,312
Anguispira,797
Anhima,312
Anhinga,312
Ania,1496
Aniba,1496
Anicla,797
Anidarnes,797
Anigozanthos,1496
Anilius,312
Anillinus,797
Anisakis,797
Anisandrus,797
Anisarchus,435
Aniseia,1496
Anisocentropus,797
Anisodus,1496
Anisolabis,797
Anisomeles,1496
Anisomorpha,797
Anisoneura,797
Anisoperas,797
Anisophyllea,1496
Anisoplaca,797
Anisopogon,1496
Anisoptera,797
Anisotremus,435
Ankistrodesmus,1496
Ankylochrysis,1768
Ankylopteryx,797
Ankyra,1496
Annamocarya,1496
Anncaliia,1105
Annickia,1496
Anniella,312
Annona,1496
Annulohypoxylon,1105
Anoba,797
Anochetus,797
Anodonta,797
Anodonthyla,352
Anodontia,797
Anodontostoma,435
Anodorhynchus,312
Anoectochilus,1496
Anolis,312
Anomala,797
Anomalocardia,797
Anomaloglossus,352
Anomalops,435
Anomalopteryx,312
Anomalospiza,312
Anomalurus,90
Anomis,797
Anomobryum,1496
Anomochloa,1496
Anomodon,1496
Anomoeotidae,797
Anomura,797
Anonychomyrma,797
Anopheles,797
Anoplarchus,435
Anoplocapros,435
Anoplocephalidae,824
Anoplocephaloides,824
Anoplogaster,435
Anoplolepis,797
Anoplophora,797
Anoplopoma,435
Anoplotermes,797
Anopsobius,797
Anopterus,1496
Anorthodes,797
Anostomus,435
Anoteropsis,797
Anotheca,352
Anotogaster,797
Anotopterus,435
Anoura,96
Anourosorex,96
Anous,312
Anoxybacillus,4290
Anoxynops,797
Anoxypristis,473
Anredera,1496
Ansellia,1496
Anser,312
Anseranas,312
Ansonia,352
Anstenoptilia,797
Antachara,797
Antaea,797
Antaeotricha,797
Antalis,797
Antanartia,797
Antarctobius,797
Antarctothoa,797
Antechinus,159
Antedon,684
Antennablennius,435
Antennaria,1496
Antennarius,435
Antennatus,435
Antenoron,1496
Anteros,797
Anthaenantia,1496
Anthaenantiopsis,1496
Anthanassa,797
Anthela,797
Anthelia,1496
Anthemis,1496
Antheraea,797
Anthericum,1496
Anthias,435
Anthocercis,1496
Anthoceros,1496
Anthocharis,797
Anthocleista,1496
Anthocoris,797
Anthodiscus,1496
Anthometrina,684
Anthonomus,797
Anthophila,797
Anthophora,797
Anthophorula,797
Anthopleura,824
Anthoptilum,824
Anthoptus,797
Anthosachne,1496
Anthostema,1496
Anthothela,824
Anthoxanthum,1496
Anthracoceros,312
Anthracothorax,312
Anthrenus,797
Anthreptes,312
Anthribidae,797
Anthriscus,1496
Anthropoides,312
Anthurium,1496
Anthus,312
Anthyllis,1496
Antiaris,1496
Antiblemma,797
Anticarsia,797
Antichloris,797
Anticla,797
Anticlea,1496
Anticollix,797
Anticrates,797
Antidorcas,96
Antigona,797
Antigonia,435
Antigonon,1496
Antigonus,797
Antillea,797
Antillesoma,797
Antillogorgia,824
Antillotyphlops,312
Antilocapra,96
Antilope,96
Antilophia,312
Antimora,435
Antiopha,797
Antipathes,824
Antiporus,797
Antipterna,797
Antirrhea,797
Antirrhinum,1496
Antispila,797
Antithamnion,1660
Antitrisuloides,797
Antonia,1496
Antonospora,1105
Antricola,797
Antrodia,1105
Antrodiaetus,797
Antrokoreana,797
Antrops,797
Antrozous,96
Anumbius,312
Anurophorus,797
Anycles,797
Anyperodon,435
Anystidae,797
Anzacladius,797
Anzomyia,797
Aonidella,797
Aonidomytilus,797
Aonyx,96
Aoteapsyche,797
Aotus,43.2
Apagomerella,797
Apalis,312
Apaloderma,312
Apalone,312
Apamea,797
Apanteles,797
Apantesis,797
Aparallactus,312
Aparasphenodon,352
Apareiodon,435
Apatania,797
Apatelodes,797
Apatelodinae,797
Apatemon,824
Apathya,312
Apatides,797
Apatura,797
Apaturina,797
Apaturopsis,797
Apeiba,1496
Apeira,797
Apela,797
Apeltes,435
Aperileptus,797
Apertochrysa,797
Apha,797
Aphaenogaster,797
Aphaenops,797
Aphanactis,1496
Aphanamixis,1496
Aphanarthrum,797
Aphandra,1496
Aphanipathes,824
Aphanius,435
Aphanizomenon,4290
Aphanogmus,797
Aphanomyces,1768
Aphanopetalum,1496
Aphanopus,435
Aphanorrhegma,1496
Aphanothece,4290
Aphantopus,797
Aphareus,435
Apharyngostrigea,824
Aphelandra,1496
Aphelasterias,684
Aphelenchoides,797
Aphelenchus,797
Aphelia,1496
Aphelinus,797
Aphelocephala,312
Aphelocheirus,797
Aphelocoma,312
Aphid,797
Aphidiinae,797
Aphidius,797
Aphis,797
Aphloia,1496
Aphodius,797
Aphomia,797
Aphonopelma,797
Aphrastura,312
Aphredoderus,435
Aphrissa,797
Aphrocallistes,951.8
Aphrodes,797
Aphrodroma,312
Aphrophora,797
Aphroteniella,797
Aphthona,797
Aphycus,797
Aphyllanthes,1496
Aphyllocladus,1496
Aphyocharax,435
Aphyocheirodon,435
Aphyocypris,435
Aphyosemion,435
Aphytis,797
Apiaceae,1496
Apidae,797
Apimela,797
Apinagia,1496
Apiocera,797
Apiognomonia,1105
Apiomerus,797
Apion,797
Apionsoma,797
Apios,1496
Apis,797
Apistogramma,435
Apistus,435
Apium,1496
Aplastodiscus,352
Aplectana,797
Aplexa,797
Aplidium,676
Aplocera,797
Aplocheilus,435
Aplochiton,435
Aplodactylus,435
Aplodinotus,435
Aplodontia,90
Aploneura,797
Aplonis,312
Aplopeltura,312
Aplysia,797
Aplysina,951.8
Apocampta,797
Apocephalus,797
Apocheima,797
Apochloa,1496
Apochrysa,797
Apocrypta,797
Apocryptophagus,797
Apocynaceae,1496
Apocynum,1496
Apoda,797
Apodachlya,1768
Apodemia,797
Apodemus,90
Apoderus,797
Apodiophrys,1768
Apodora,312
Apodytes,1496
Apogon,435
Apogonidae,435
Apoidea,797
Apolemichthys,435
Apolygus,797
Apomastus,797
Apomyrma,797
Apomys,90
Aponia,797
Aponogeton,1496
Apophua,797
Aporia,797
Aporoctena,797
Aporometra,684
Aporops,435
Aporosa,1496
Aporrectodea,797
Aporus,797
Apostasia,1496
Aposthonia,797
Apotolamprus,797
Apotolype,797
Apotreubia,1496
Appalachioria,797
Appasus,797
Appias,797
Apple,1496
Aprasia,312
Apricot,1496
Aprion,435
Apriona,797
Apristurus,473
Aproaerema,797
Aprosmictus,312
Aprostocetus,797
Apsilocephala,797
Apsilus,435
Aptenodytes,312
Apteronotus,435
Apterosperma,1496
Apterostigma,797
Apteryoperla,797
Apteryx,312
Aptinoma,797
Aptocyclus,435
Aptostichus,797
Aptychotrema,473
Apus,312
Aquabacterium,4290
Aquamicrobium,4290
Aquarius,797
Aquifex,4290
